singer,song_name,song_id
王以太,Real Me,1396146256
蔡健雅,Rebecca,2144687875
沙一汀EL,Red lips,2099338222
蔡徐坤,Remedy,2613371441
张叶蕾,Remember Our Summer (Orchestral) - Fifth Anniversary Edition,2635217955
弦子,Remember Tonight,1875238181
Lunak,Remnant snow,2664303307
阿YueYue,Reset 【who are you-学校2015OST】（翻自 Tiger JK）,1400612768
葛东琪,Revolution（创世纪）,524715685
邓丽君,Rhythm Of The Rain,228254
王以太,Rich Forever,2601180811
周兴哲,Rollercoasters,1414112308
周兴哲,Room for You,1410874260
Wiz_H张子豪,Roomtour,2703699998
AGA,Round & Round,412573148
周深,Rubia,1815684465
陶喆,Runaway,150530
THOME,SAYLESS,2705474670
kkluv,SHE CAP,2718571862
VaVa娃娃,SISTA (赛斯她),2710072605
THOME,SONG 4 U,2705474675
TINY7,SORRY,1410027835
邹沛沛,SOS,2681735266
Capper,STREET KIDZ,1929391798
王心凌,SUGAR HIGH,2079363736
Gareth.T,SUMMER IS OVER (feat. Gareth.T),1466317729
ET,Sad pt2 remix,1962077324
孙盛希,Say GoodBye,1323304929
Ice Paper,Say Hello,520448416
Lunak,Scared 2 Be Lonely,2704205873
AGA,See You Next Time,1459862962
陈绮贞,Self,209245
艾志恒Asen,Self Care Freestyle ft.谢帝,1995339654
希林娜依高,Shadow of the Sun (Live版),2048584478
高旭,Shawty,1962799586
马思唯,Shawty,2036167452
Gareth.T,Shining,1441387334
TizzyT,Shot！,2156228648
王以太,Shout It Out,1334596367
杨乃文,Silence,316084
黄子弘凡,Sillage,2693371183
方大同,Singalongsong,82169
杨千嬅,Single,316735
艾志恒Asen,Sky Is The Limit,2684595357
鹿晗,Slow Ride (兜风),1936292168
周柏豪,Smiley Face,26304091
VaVa娃娃,So Bad (feat. 王嘉尔),1826198910
AGA,So Called Love Song,1480252420
AGA,So Can We,412573145
孙盛希,Someday or One Day,1393739628
周兴哲,Something about LA,1385763675
葛东琪,Something to know,1358848619
Gareth.T,Song I Wrote on My 20th Birthday,1421556153
AGA,Sorry,2118481844
吉克隽逸,Sorry (Live版),2052403827
AGA,Special One,2080170384
宝石Gem,Spicy Honey (中文版 feat. 宝石Gem),2657738273
蔡徐坤,Spotlight,2101853004
王源,Stand By Me (Live),2080744391
袁娅维TIA RAY,Starfall,1426087898
蔡依林,Stars Align,1833653230
鹿晗,Stars With You,2714420222
MC HotDog 热狗,Start From The Bottom,2108259535
王睿卓,Stay,31654657
张震岳,Stay Hungry （《新说唱2024》明星制作人Cypher）,2150567179
MC HotDog 热狗,Stay Hungry （《新说唱2024》明星制作人Cypher）,2150567179
Lunak,Stay With Me (Phonk),2690589227
NINEONE#乃万,Stone Heart,1826189043
NINEONE#乃万,Stranger,2057153583
法老,Strangers,2061994387
Lunak,Strawberry Cream,2709432098
陶喆,Stupid Pop Song,2684112208
step.jad依加,Summer In December,2106800577
NINEONE#乃万,Summer Vibe,570336496
step.jad依加,Sunny Day,2019947448
海洋Bo,Sunshine Life,1902009086
丁当,Super Star + 乡恋 + 光阴的故事 + 男儿当自强 + 我的中国心 (Live),1338146928
葛东琪,Superhuman (feat.Saint Claire),1475617955
AGA,Superman,406475384
陶喆,Susan 说,150433
Lunak,Synergy,2128408446
蔡健雅,T-time,209030
黄丽玲,TE AMO,2668052245
曾舜晞,THANK YOU (Easyfun remixed),521493042
Capper,Take My Heart Away,1487620937
Lunak,Talk 2 Me,2669304925
TINY7,Talk About____,1844360488
潘玮柏,Tell Me,2123116690
张韶涵,That Girl,25640388
周兴哲,That's Why I Like You,1414112307
鹿晗,That's right,2615449897
卫兰,The Best Version Of Me,2690360131
DJ阿智,The Cure ＋OneLastTime（DJ阿智 remix）,2688491104
曾舜晞,The Devil's Tears 恶魔的眼泪,574924952
AGA,The Lovers,2118481846
孙燕姿,The Moment,287318
方大同,The Secret of The Golden Bricks,865021484
AGA,The Things About Tears,412573146
方大同,The Tree of Life,865048406
王源,The Wrong Things,1294951432
希林娜依高,Things You Said (ft.希林娜依·高),2614954255
周兴哲,This Is Love,424264503
万妮达Vinida Weng,This Is Me (Live),2604854219
袁娅维TIA RAY,This Is Me (Live),2604854219
孙盛希,Tidy It Up,2713640592
颜人中,Till We Fall in Love,1911556553
王以太,Time To Be A Man,2601180809
Gareth.T,Tip Toe,1454878001
梁咏琪,Today,255870
Lunak,Tokyo Drift,2162994412
Lunak,Tokyo Night,2684979448
AGA,Tomorrow,1918065658
AGA,Tonight,1357768573
孙燕姿,"Tonight, I feel close to you",22790789
周星星,Too savage (Live),1847989078
NINEONE#乃万,Tricky Trick,1432778698
mac ova seas,Trippie Blue,1441576904
黄龄,TruE,1971144922
蔡健雅,True Love,209263
加木,True Love (sheepy kid&TRi remix),2022223732
周杰伦,Try (Kung Fu Panda 3 Official Theme Song),400876427
AGA,Two at a time,1399983531
郑润泽,U,2001036566
萧亚轩,U Make Me Wanna,307475
潘玮柏,U U U,25638923
Aioz,UFO,1818081648
马思唯,Uh (feat.马思唯/PSY.P/Melo),1995496604
万妮达Vinida Weng,Underdog (Live),2720118736
喻言,Underwater,1300594335
傲七爷（江偌绮）,Undo,2699228984
AGA,Unfamiliar City,2637421064
Lil Ghost小鬼,Unicorn,1297486087
Lunak,Uniqueness,2691780892
任素汐,Unsaid,1411749457
任素汐,Unsaid (伴奏),1411749458
VaVa娃娃,U PU$$Y U KNOW IT,425295469
陈粒,U。U,2066755290
Lunak,VAPO DO VAPO,2695147953
沙一汀EL,VLOG,2617646172
马思唯,VSOP,2004403908
郑润泽,Violet,1881426227
Lunak,Voice of Angel,2604010949
kkluv,WAGWAN,2148786278
喻言,WAR,2162926592
郑润泽,WAVE,2163309687
马思唯,WE DON'T PLAY,2032173388
h3R3,WE YOUNG,2712101157
喻言,WHO,1950293836
kkluv,WHOOSISHYT,2061684613
kkluv,WOLF GANG LIFE 2,2148786277
kkluv,WOLF GANG LIFE 3,2718570601
鹿晗,WUHA,2040270841
宝石Gem,WUHA,2040270841
蔡徐坤,Wait Wait Wait,1304301470
杨和苏KeyNG,Wait for you (Live),1386079926
NINEONE#乃万,Waiting For You (加油曲)(Live 版）,2063469773
王以太,Wake Up,2601180810
喻言,Walk On A Dream,2042603729
G.E.M.邓紫棋,Walk On Water,1398247728
DJ阿智,Wanderlust Vol.148,2645450568
万妮达Vinida Weng,Wanna Be With You,1303273421
TizzyT,Wanna Be With You,1303273421
加木,Want My Love,2705073423
Gareth.T,Waves,1465882697
NINEONE#乃万,We Can Do It,1850468113
孙盛希,We Can't Be Together,865357782
DJ阿智,We Don't Talk Anymore（DJ阿智 remix）,2682861687
step.jad依加,We Gonna Be Alright,1376256882
高旭,We Lonely,1501239440
Ice Paper,We back,2146404212
杨乃文,"We, Across feat. I Mean Us",2076394074
孙盛希,Weekend Boyfriend (feat. 孙盛希),1976500925
艾志恒Asen,What U Gon Do (你要如何),1995339653
AGA,What are we gonna do,1873049673
法老,What are you talking about,1969845254
G.E.M.邓紫棋,Where Did U Go,234064
G.E.M.邓紫棋,Where Did You Go,1331885158
王以太,Where to go,2601180814
张芸京,Who Are You? Who I Am?,428203687
Gareth.T,Whole World,1815598010
AGA,Why You,2118481843
TINY7,Winner,1417975690
AGA,Wonderful U (Demo Version),406475394
薛凯琪,Wonderful U (Live版),2054188843
卫兰,Wonderland,297482
mac ova seas,Wont Come Back（prod by Kimj & Rxn）,1424596480
法老,Worldwide,2693446565
潘玮柏,Wu Ha,139806
艾志恒Asen,YACHT,2705348967
step.jad依加,YOU,2009160277
THOME,YOU,2008986078
蔡徐坤,YOUNG,1381368575
THOME,Yellow Beatles Freestyle,1846105507
艾志恒Asen,Yellow Beatles Freestyle,1846105507
AGA,Yes or No,412573143
孙盛希,"Yes, I Do",28699296
喻言,Yes！OK！ + We Rock (Live),1843027497
张靓颖,You Ain't Right,2052387456
袁娅维TIA RAY,You Are My Only One,866180384
蔡徐坤,You Can Be My GirlFriend,1298130514
高睿,You and Me,2046519879
宝石Gem,Young Mafia（Remix）,1322300569
鹿晗,Your Love 夏令时,1393168197
周星星,You let me crazy,533701636
沙一汀EL,ZHEN HUAN,2617646170
郭顶,_5:15,1839243729
陈绮贞,after 17,209314
曾舜晞,baby's romance,479408898
THOME,ball w/o u remix,1891750925
mac ova seas,ball w/o u remix,1891750925
Gareth.T,best me i can,1443880816
Gareth.T,boyfriend material,1831905172
郑润泽,break,1398726570
Gareth.T,buzz cut,1981034614
Zy,call me up,2695223872
Gareth.T,camo,2609499198
Gareth.T,confidence,1948204815
Gareth.T,december,1906003949
Gareth.T,dinner in bed,1919511988
Gareth.T,dishonesty,2603937853
Zy,em,2682082665
江辰,er,1458021038
鹿晗,fill me in love,2627091409
葛东琪,g,1837036696
梨冻紧,home,2003324060
Gareth.T,honest (feat. moon tang),1855135405
Gareth.T,i keep scrolling wishing you would comment....,1469269252
THOME,ihatesingingluvsongs,2705473723
孙盛希,jagi (feat. KIRE),1952765273
Zy,keep your eyes on me,2686958558
唐伯虎Annie,les feuilles mortes（落叶）（翻自 法国著名诗人雅克·普雷维尔）,495042087
Gareth.T,let me know,2081663101
Zy,love beat（爱的心跳）,2679153014
江辰,love9,525086802
江辰,love9 2.0,2163602178
mac ova seas,make u mine,2683842233
沙一汀EL,mino 太阳-don’ t say I'm sorry（怯remix）（沙一汀EL / soul's boy(周圣逸） remix）,1355658983
Gareth.T,mom I'm famous,1948203533
蔡徐坤,nobody cares,1878591399
蔡徐坤,nobody cares (Live),2026284245
小凌,oh honey（原曲：ハロ/ハワユ）,1846762728
step.jad依加,ok³,1906015714
何曼婷,pet girl,246230
罗言,pretty girls,1918576264
沙一汀EL,red lips（被我蒙对）,1456659704
法老,respect,534917810
梨冻紧,say my name,2699383831
沙一汀EL,skit,2617644446
袁娅维TIA RAY,slow ride,1933232289
Gareth.T,small world,1948203531
司南,sonder,1410210736
Gareth.T,speed limit,1948204812
沙一汀EL,syt=see you tomorrow,2033889024
yihuik苡慧,trust me,2112321113
沙一汀EL,what is rap,1407222843
Gareth.T,winners,2605964814
小凌,you,315476
Gareth.T,you not ugly (skit),1948204814
mac ova seas,"гυ菓瑷, qìńɡ深瑷",2013290417
THOME,"гυ菓瑷, qìńɡ深瑷",2013290417
法老,“End of the world”,1298655068
亞細亞曠世奇才,“Lov song”,1969327312
Aioz,“跟在我身后”,1369073414
无面小生,“那分了吧”“OK”,2161105002
TINY7,”法“力无边（ShiLu police station）,1848665674
洛天依Official,∞ TIMEs,1986743401
陈粒,★,29753852
江辰,。,1809763233
小凌,《2017～陪你到世界尽头～》（31P）,463547383
阿梨粤,《念君》,2639340782
阿梨粤,《念君》 伴奏,2639343260
小凌,【2017】陪你到世界尽头（翻自 7!!《オレンジ》）,474246965
Aki阿杰,【23人】2023～一梦一歌～,2016225125
小凌,【31只】2017～陪你到世界尽头～,456318028
封茗囧菌,【33只】2019～予你成歌～,1344200119
双笙（陈元汐）,【33只】2019～予你成歌～,1344200119
封茗囧菌,【34只】2018～朝你靠近～,538632915
双笙（陈元汐）,【bilibili音乐】一话一世界 《一花依世界》方言合唱版,1302601503
洛天依Official,【bilibili音乐】一话一世界 《一花依世界》方言合唱版,1302601503
阿YueYue,【《媚者无疆》主题曲】《一生等你》（翻自 袁娅维）,1330563818
双笙（陈元汐）,【星火行动】朝汐（泠鸢&双笙）,1316479227
洛天依Official,【洛天依】影子小姐,1298762936
Aki阿杰,【魔道祖师】同道殊途（剧情版）,450451057
邓丽君,つぐない,4908982
小凌,ふわふわ,1333244135
江辰,ヽ｀、｀ヽ｀ヽ,2621458992
AGA,一,28838219
金玟岐,一万次愿意,1911907722
高睿,一不小心爱上你,1938315233
Aki阿杰,一世妆,428391798
陈奕迅,一丝不挂,64634
陈壹千,一个,1374489910
余佳运,一个,1384283834
杨乃文,一个人,5257070
颜人中,一个人,1406648893
韦礼安,一个人,400679480
丁当,一个人不可能,223628
薛凯琪,一个人失忆,306927
张惠妹,一个人对话,326779
郭静,一个人弹琴,4874458
KONI可妮,一个人想着一个人,2708736621
曾沛慈,一个人想着一个人,25714102
Lil Ghost小鬼,一个人想着一个人 (Live),2706607839
DJ阿智,一个人想着一个人 (青春进行曲),2639276944
梨冻紧,一个人热恋,1994244816
邵帅,一个人的城市,1356464825
邵帅,一个人的狂欢,1400390603
萧亚轩,一个人的精彩,307201
单依纯,一个人跳舞 (live),2717529690
曾沛慈,一个人还是想着一个人,29812790
范玮琪,一个像夏天一个像秋天,229336
谢安琪,一个女人和浴室,1305367734
Zy,一个眼神一个心跳,2096461808
刘思达LOFTHESTAR,一个眼神一个心跳,2097850669
庄东茹（豆芽鱼）,一个赞就去环游世界,2154237375
张叶蕾,一个钢镚儿,2032019388
周柏豪,一事无成,191560
陈小春,一于奉陪,193372
曾舜晞,一人行,2615819487
张芸京,一代天骄,328015
周柏豪,一击即中 (Live),1957017399
阿YueYue,一分一寸,1493083969
孙盛希,一分之二,1500379461
很美味,一分钟恋人（心跳加速版）,1907246569
吴雨霏,一分钟稀客一分钟色诱,31165449
蔡健雅,一分钟追悔,209041
贝乐虎,一分钱,1417892382
无面小生,一切都是过程,2118835955
ET,一切都是过程,2118835955
邹沛沛,一刻平安夜 DEMO,1899343676
AGA,一加一,406475393
张学友,一千个伤心的理由,486814713
吴雨霏,一千个假想结局,29751526
杨和苏KeyNG,一千公里,2006948925
林俊杰,一千年以后,108886
杨千嬅,一千零一个,317149
杨丞琳,一千零一个愿望 (单人版),518863446
丁当,一半,223647
薛之谦,一半,35528482
GAI周延,一半一半,2622400588
洛天依Official,一半一半,27510174
杨乃文,一半的孤独 feat. 守夜人,2076393203
AGA,一厘米,28453006
陈小春,一句到尾,64274
就是南方凯,一句肯定足够我去勇敢,2705379941
贝乐虎,一只哈巴狗,1417892362
黄子弘凡,一叶年华,2704247465
周星星,一周年,2630256125
周星星,一周年 (伴奏),2630258356
银临,一命矣,1998358566
杨宗纬,一场恋爱,516358704
王杰,一场游戏一场梦,158924
王杰,一场游戏一场梦II,158952
卫兰,一场误会,26031143
张远,一夜冬雪,2110334967
鹿晗,一天,2705023842
队长,一天,2705023842
梁咏琪,一天一天,255952
葛东琪,一天一遍,536097046
蓝心羽,一如既往,1950019618
蓝心羽,一如既往 (伴奏),1950020201
队长,一定会再见吧,2029190676
Wiz_H张子豪,一定有人爱你,2013415047
陈小春,一定要幸福,63778
卢广仲,一定要相信自己,417859121
江辰,一封家书,2658381068
宝石Gem,一封家书2022,1979657836
邓丽君,一封情书,4871880
杨和苏KeyNG,一席之地Cypher (LIVE版),1968156159
王以太,一席之地Cypher (LIVE版),1968156159
王以太,一席之地（LIVE版）,1966272425
杨和苏KeyNG,一席之地（LIVE版）,1966272425
程响,一幅三爪仑（中国风）,472616703
梁博,一往深情（《鬼吹灯之黄皮子坟》网络剧宣传主题曲）,491955271
王心凌,一律建议分手吧,2079364038
陶喆,一念之间,26145664
王赫野,一念之间 (Live版),2054188842
GAI周延,一念之间 (Live版),2054188842
唐伯虎Annie,一念江山一念你,2143513667
黄诗扶,一拜天地（Cover Ay君 / 畅畅酱）,561459551
傲七爷（江偌绮）,一拜天地（翻自 不是Av的Ay君）,1345910194
马思唯,一无所有,1462875616
王杰,一无所有,1315219037
林俊杰,一时的选择,2039156375
司南,一晃又一年,2164206007
刘惜君,一曲流年,2687832544
唐伯虎Annie,一朝,2021388875
周深,"一期一会《未闻花名》（Cover 茅野愛衣,戸松遥,早見沙織）",479850552
王源,一样,1323273050
徐佳莹,一样的月光,306665
宝石Gem,一样的月光 (Live),1433208037
周兴哲,一样美丽,1410874263
傲七爷（江偌绮）,一格格,1836117930
卫兰,一格格,475277350
洛天依Official,一梦千宵,1913873767
傲七爷（江偌绮）,一梦南柯,1453776107
黄诗扶,一梦惊鸿,2028267593
郁可唯,一次就好 (Live),440411204
高旭,一次次想你,1995108068
尹昔眠,一步一念,2072199200
任然,一步之遥,1433786440
蓝心羽,一步之遥·2024,2612154397
范玮琪,一比一,229365
徐佳莹,一江水,1306496991
海洋Bo,一点,2042604359
Lil Ghost小鬼,一点 (Live),2701932053
王睿卓,一点 (Live),2701932053
王睿卓,一点 (Live/伴奏),2701935192
姚晓棠,一点 (Live版),2704605037
黄子弘凡,一点 (Live版),2704605037
张叶蕾,一点一寸,2713688685
张叶蕾,一点一滴,2148516660
海洋Bo,一点都不难过,1880796809
海洋Bo,一点（伴奏）,2042611529
单依纯,一生一念,2118161413
李克勤,一生不变,115794
李克勤,一生中最爱,1890717935
阿梨粤,一生何求,2014331611
谭维维,一生所爱,34125011
莫文蔚,一生所爱,25707139
AGA,一生所爱,2131237869
丁当,一生所爱 丁当版(新大话2主题曲),29807208
林俊杰,一生的爱,108267
陈壹千,一百个春天身死,2160463848
GAI周延,一百零八 (Live),504646546
希林娜依高,一直很安静,2141842558
王贰浪,一直很安静,1968781675
毛不易,一直很安静 (Live版),2053617878
王以太,一直都在,1444101384
希林娜依高,一眼,2114436702
阿梨粤,一眼,1817670283
阿梨粤,一眼 (伴奏),1817671707
林俊杰,一眼万年,108254
NINEONE#乃万,一知半解,2659279598
颜人中,一种原谅,1406648887
梁静茹,一秒的天堂,254134
毛不易,一程山路,1417849873
就是南方凯,一笑倾城,1869972634
汪苏泷,一笑倾城,426852063
周杰伦,一笑而过 + 你的背包 (Live),490602323
花粥,一腔诗意喂了狗,460542191
Wiz_H张子豪,一般的一天,2054300084
邵帅,一艘靠不了岸的船,2666880290
毛不易,一荤一素,569200212
沙一汀EL,一起好运来（2022百度APP好运中国年主题曲）,1912967985
薛凯琪,一起老去,29460229
陈小春,一起走过的日子 (live),2653381150
古巨基,一起走过的日子 (live),2653381150
黄子弘凡,一起走过的日子 (live),2653381150
张学友,一路上有你,188071
张杰,一路之下,1317494309
刘若英,一路走下去,528270581
G.E.M.邓紫棋,一路逆风,36103237
mac ova seas,一路顺风 Feat. mac ova seas,2705003781
刘若英,一辈子的孤单,254457
郁可唯,一辈子的孤单,1911863457
范玮琪,一颗心的距离,229206
h3R3,一颗苹果,1320389341
买辣椒也用券,一颗麦粒,2033097977
阿肆,一首很丧的歌,1892509235
邵帅,一首快乐歌,1958485863
王力宏,一首简单的歌,400581047
h3R3,一首随意的作品,1339504989
Ice Paper,七千白袍(Prelude),1453326528
许嵩,七夕,28953350
曾舜晞,七子之歌,2005993555
曾舜晞,七子新歌 (粤语版),1414316521
法老,七宗罪 (feat. 法老),2166790895
杨和苏KeyNG,七宗罪 (feat. 法老),2166790895
张叶蕾,七月七日晴,2639816894
王贰浪,七月七日晴,2052404492
Wiz_H张子豪,七月七日晴,2107560170
姚晓棠,七月七日晴 (Live版),2699874325
苏星婕,七月七日晴·2022,2004349292
陈粒,七楼,30431373
万妮达Vinida Weng,七溜八溜 WAIYA,2099345659
弦子,七秒的爱,1294910244
徐良,七秒钟的记忆,26145112
华晨宇,七重人格,1436959161
en（王翊恩）,万一,2603107551
阿YueYue,万千,1894065350
阿YueYue,万妖纪 (长歌版),1878280674
Aki阿杰,万妖纪 (长歌版),1878280674
NINEONE#乃万,万宁森林,1977859578
Capper,万岁,1908083426
加木,万年,2697668579
就是南方凯,万拒（吉他版）,1812225658
汪苏泷,万有引力,165339
黄诗扶,万梦星,1337988206
刘惜君,万水千山总是情,363214
杨坤,万物不如你 (Live版),2600431838
黄丽玲,万物不如你 (Live版),2600431838
程响,万物可期,1992402667
吉克隽逸,万物回响,2699374132
双笙（陈元汐）,万神纪（Cover 星尘 / 肥皂菌|海鲜面）,460075883
杨和苏KeyNG,万马千军,2676001876
陈壹千,三个,1371757910
阿冗,三个字,1492899961
方大同,三人游,28029112
小霞,三件往事Part1,399343372
小霞,三件往事Part2,399343377
小霞,三件往事Part3,399342355
吴雨霏,三位一体,26222533
Ice Paper,三刀流,2111048433
赵雷,三十岁的女人,29567191
法老,三十岁的无业游民,1988302067
陈壹千,三千遍我爱你,1364820788
贝乐虎,三只熊,1417885727
梁静茹,三吋日光,254138
GAI周延,三国恋 (Live版),2048586091
汪苏泷,三国杀,165367
张惠妹,三天三夜(Live),326868
沙一汀EL,三天可见,2661403060
菲菲公主（陆绮菲）,三寸之梦,2150701640
Ice Paper,三岔口 (Live),2161990998
王以太,三思而后行,1313052961
双笙（陈元汐）,三情旧雪,2607460647
黄龄,三拜红尘凉,2675178713
尹昔眠,三拜红尘凉,1969320038
张碧晨,三拜红尘凉 (Live版),2059814167
张惠妹,三月,28700951
小凌,三月谣,464798095
小凌,三月谣,464784931
任然,三生,463001961
程响,三生缘 (Live),1837554003
谭维维,三百六十五个祝福 (live),2124382374
韩红,三百六十五个祝福 (live),2124382374
